-0.09,-0.00,0.99,-4.95,-0.01,84.06
-0.07,-0.02,0.99,-4.08,-0.98,81.46
-0.07,-0.02,0.99,-4.22,-1.38,80.31
-0.10,-0.03,0.98,-5.66,-1.67,78.37
-0.06,-0.00,0.99,-3.59,-0.07,80.79
-0.02,-0.03,1.00,-1.20,-1.81,90.00
0.03,-0.04,0.98,1.48,-2.18,79.94
0.09,-0.03,1.05,5.39,-1.61,90.00
0.22,-0.04,0.95,12.70,-2.26,72.10
0.31,-0.06,0.91,17.94,-3.45,65.25
0.33,-0.04,0.93,19.22,-2.03,69.01
0.34,-0.05,0.93,19.75,-2.78,67.89
0.35,-0.05,0.92,20.52,-3.13,66.77
0.37,-0.06,0.91,21.46,-3.68,66.16
0.33,-0.04,0.92,19.53,-2.51,66.31
0.35,-0.05,0.93,20.69,-2.69,68.16
0.37,-0.05,0.92,21.49,-2.81,67.64
0.32,-0.07,0.93,18.83,-3.97,68.29
0.09,-0.04,0.99,5.17,-2.27,83.61
-0.10,-0.02,1.06,-5.67,-1.38,90.00
-0.12,-0.01,0.99,-6.62,-0.52,80.68
-0.12,-0.00,0.99,-6.72,-0.26,80.45
-0.12,-0.01,0.99,-6.72,-0.33,80.58
-0.12,-0.01,0.99,-6.62,-0.66,80.31
-0.12,-0.01,0.99,-6.76,-0.48,80.49
-0.12,-0.01,0.98,-6.72,-0.51,79.93
-0.12,-0.01,0.99,-6.76,-0.42,80.29
-0.12,-0.01,0.98,-6.75,-0.36,80.04
-0.12,-0.00,0.98,-6.76,-0.24,79.85
-0.12,-0.01,0.99,-6.67,-0.32,80.62
-0.12,-0.01,0.99,-6.86,-0.37,80.45
-0.12,-0.01,0.98,-7.08,-0.37,79.54
-0.13,-0.00,0.99,-7.22,-0.20,80.18
0.03,0.01,1.00,1.87,0.40,85.42
0.21,0.01,0.99,11.89,0.52,80.83
0.42,-0.01,0.88,24.75,-0.77,61.96
0.47,-0.03,0.87,28.26,-1.95,60.04
0.46,-0.01,0.86,27.66,-0.61,58.84
0.46,-0.00,0.87,27.24,-0.23,60.59
0.46,-0.01,0.86,27.48,-0.78,59.83
0.48,-0.02,0.87,28.53,-0.95,60.78
0.46,-0.02,0.87,27.35,-1.05,60.78
0.48,-0.02,0.87,28.59,-1.16,60.53
0.45,-0.02,0.87,26.99,-1.28,60.27
0.47,-0.02,0.86,28.11,-1.31,59.62
0.47,-0.02,0.87,27.99,-1.15,60.47
0.46,-0.01,0.87,27.46,-0.83,60.71
